epoch,PSNR_metric,loss
0,2.175896,0.6243421509861946
1,2.8156872,0.541750704869628
2,3.457578,0.47065333276987076
3,4.0539174,0.41322081349790096
4,4.5611167,0.36948927491903305
5,4.995256,0.3352808114141226
6,5.3959565,0.30642515420913696
7,5.7825136,0.2809952273964882
8,6.1639657,0.25803558714687824
9,6.5482173,0.2368870209902525
10,6.942156,0.21713435649871826
11,7.34931,0.1986392606049776
12,7.7657003,0.1815720396116376
13,8.176928,0.1663343496620655
14,8.561894,0.15331326890736818
15,8.905497,0.14255207125097513
16,9.207602,0.13368678838014603
17,9.477222,0.12622344912961125
18,9.723389,0.11977091431617737
19,9.952123,0.1140759950503707
20,10.167083,0.10897744679823518
21,10.370605,0.10436598304659128
22,10.564269,0.10016283066943288
23,10.749213,0.09630849678069353
24,10.926309,0.09275641944259405
25,11.096257,0.08946909988299012
26,11.25965,0.08641558885574341
27,11.417003,0.08356999093666673
28,11.568768,0.08091036835685372
29,11.715351,0.0784179256297648
30,11.857118,0.07607643073424697
31,11.9944,0.07387176179327071
32,12.127501,0.07179155573248863
33,12.2567,0.06982493097893894
34,12.382255,0.06796224717982113
35,12.504411,0.06619493081234396
36,12.6233835,0.06451536482200027
37,12.739388,0.06291668163612485
38,12.852616,0.061392720555886626
39,12.963254,0.05993788945488632
40,13.071475,0.05854712356813252
41,13.177442,0.057215798646211624
42,13.281306,0.055939692771062255
43,13.383217,0.054714919766411185
44,13.483308,0.053537938510999084
45,13.581705,0.05240549496375024
46,13.678521,0.05131461680866778
47,13.773872,0.05026257783174515
48,13.867849,0.04924690816551447
49,13.9605465,0.048265348421409726
50,14.052038,0.04731586552225053
51,14.142396,0.046396612422540784
52,14.231681,0.04550592298619449
53,14.319937,0.04464231012389064
54,14.407212,0.04380442947149277
55,14.493538,0.042991083581000566
56,14.578938,0.04220119281671941
57,14.663431,0.04143377626314759
58,14.747039,0.04068794194608927
59,14.829764,0.03996288520283997
60,14.911622,0.03925785725004971
61,14.992613,0.03857215750031173
62,15.072743,0.03790512529667467
63,15.152022,0.037256128853186965
64,15.230459,0.03662456141319126
65,15.308059,0.03600982821080834
66,15.384834,0.035411358810961246
67,15.460805,0.03482858499046415
68,15.535981,0.03426095796748996
69,15.610386,0.033707944792695343
70,15.684031,0.03316902450751513
71,15.756941,0.03264368325471878
72,15.829139,0.03213143744505942
73,15.900642,0.03163181256968528
74,15.971469,0.03114435530733317
75,16.041645,0.03066862723790109
76,16.11119,0.030204208567738533
77,16.18012,0.029750707908533514
78,16.248455,0.029307732358574867
79,16.316208,0.028874925104901195
80,16.383402,0.02845192968379706
81,16.450052,0.028038415126502514
82,16.51617,0.027634059078991413
83,16.581778,0.02723855583462864
84,16.646883,0.02685160911642015
85,16.711504,0.026472940808162093
86,16.775654,0.02610227547120303
87,16.839344,0.025739361182786524
88,16.902584,0.025383943342603743
89,16.965397,0.02503578970208764
90,17.027782,0.024694671505130827
91,17.089764,0.024360367096960545
92,17.151335,0.024032670073211193
93,17.212524,0.023711376590654254
94,17.273333,0.023396294564008713
95,17.333773,0.023087235749699175
96,17.393854,0.022784025641158223
97,17.45358,0.02248649252578616
98,17.51297,0.02219447016250342
99,17.572025,0.02190779917873442
100,17.630756,0.021626329980790615
101,17.689169,0.021349919959902763
102,17.747272,0.021078424178995192
103,17.80507,0.020811709633562714
104,17.862577,0.020549646171275526
105,17.919796,0.020292113127652556
106,17.976727,0.020038985880091786
107,18.03338,0.01979015435790643
108,18.08977,0.019545504066627473
109,18.145884,0.01930492970859632
110,18.201738,0.019068334018811584
111,18.25734,0.018835609778761864
112,18.312687,0.01860666851280257
113,18.367788,0.01838141813641414
114,18.422644,0.018159768951591104
115,18.477259,0.017941637604963034
116,18.531635,0.01772694173268974
117,18.585785,0.017515603103674948
118,18.6397,0.017307546688243747
119,18.693388,0.017102699377574027
120,18.746851,0.016900990798603743
121,18.800089,0.01670235162600875
122,18.853113,0.016506715095601976
123,18.905916,0.016314020904246718
124,18.958504,0.016124203568324447
125,19.010876,0.01593720738310367
126,19.063036,0.015752972976770252
127,19.114985,0.015571446740068495
128,19.166723,0.015392574248835444
129,19.218252,0.015216301952023059
130,19.269577,0.015042581828311086
131,19.320692,0.014871361840050668
132,19.371603,0.014702598738949746
133,19.422312,0.014536244503688067
134,19.472816,0.014372256177011877
135,19.523113,0.014210589288268238
136,19.57321,0.014051202568225563
137,19.623104,0.01389405521331355
138,19.672798,0.013739106827415526
139,19.722286,0.013586320623289794
140,19.77158,0.013435658998787403
141,19.820667,0.013287087494973093
142,19.869555,0.013140568451490253
143,19.91824,0.012996068398933858
144,19.96673,0.012853553576860577
145,20.015017,0.012712991214357316
146,20.063099,0.012574351276271045
147,20.110983,0.012437602563295513
148,20.158667,0.012302713294047862
149,20.20615,0.012169655004981905
150,20.253431,0.012038400338497013
151,20.300512,0.011908920074347407
152,20.347393,0.011781188193708658
153,20.394073,0.01165517681511119
154,20.440552,0.011530860734637827
155,20.486828,0.011408214806579053
156,20.5329,0.011287213361356407
157,20.578773,0.011167831718921661
158,20.624445,0.011050047934986651
159,20.669914,0.010933839250355959
160,20.715178,0.010819180228281766
161,20.760242,0.010706050146836787
162,20.805103,0.010594428109470755
163,20.849762,0.010484289436135441
164,20.894215,0.010375617392128333
165,20.938467,0.010268388781696558
166,20.982517,0.010162586171645671
167,21.026361,0.010058186599053442
168,21.070004,0.009955172834452242
169,21.113441,0.00985352651332505
170,21.156675,0.009753227495821193
171,21.199707,0.009654257533838972
172,21.242533,0.009556599135976285
173,21.28516,0.00946023513097316
174,21.327578,0.00936514770728536
175,21.369797,0.009271320537663996
176,21.411806,0.00917873703292571
177,21.453613,0.009087380341952667
178,21.495222,0.008997233846457675
179,21.536625,0.008908281568437815
180,21.577822,0.008820509450742975
181,21.618818,0.00873390055494383
182,21.65961,0.008648441813420504
183,21.700201,0.008564116869820282
184,21.740583,0.008480910473736003
185,21.780767,0.008398810721701011
186,21.82075,0.008317800908116624
187,21.860527,0.008237868460128084
188,21.900105,0.008158999378792942
189,21.939478,0.008081179985310882
190,21.978655,0.00800439709564671
191,22.017624,0.007928638020530343
192,22.056395,0.00785388972144574
193,22.094963,0.0077801389852538705
194,22.133333,0.007707373733865097
195,22.171501,0.007635583577211946
196,22.209469,0.007564752973848954
197,22.247236,0.007494872261304408
198,22.28481,0.007425929012242705
199,22.322176,0.007357911264989525
200,22.35935,0.0072908077272586524
201,22.396322,0.007224608358228579
202,22.433098,0.0071593022148590535
203,22.469677,0.007094877742929384
204,22.506054,0.007031324610579759
205,22.542234,0.006968632573261857
206,22.57822,0.006906792375957593
207,22.614006,0.006845792435342446
208,22.6496,0.006785623845644295
209,22.684992,0.006726277322741225
210,22.720192,0.006667743407888338
211,22.755186,0.006610013049794361
212,22.789993,0.006553076877025887
213,22.824594,0.00649692612932995
214,22.859,0.006441553006879985
215,22.893206,0.00638694895314984
216,22.927214,0.006333105993689969
217,22.961021,0.006280014989897609
218,22.994627,0.006227669713553041
219,23.02803,0.00617606085143052
220,23.061232,0.006125181360403076
221,23.094227,0.0060750237898901105
222,23.127016,0.006025580601999536
223,23.1596,0.005976844200631604
224,23.191975,0.00592880739714019
225,23.224146,0.005881462508114055
226,23.2561,0.005834802897879854
227,23.287848,0.005788820679299533
228,23.31938,0.0057435083435848355
229,23.3507,0.005698858993127942
230,23.381807,0.005654865206452087
231,23.412695,0.005611519212834537
232,23.443373,0.005568813474383205
233,23.473827,0.005526740860659629
234,23.504065,0.005485293950187042
235,23.53409,0.005444463662570342
236,23.563896,0.005404243274824694
237,23.593481,0.005364625481888652
238,23.62285,0.005325601814547554
239,23.652,0.0052871653460897505
240,23.680935,0.005249307258054614
241,23.70965,0.005212020536419004
242,23.73815,0.005175297235837206
243,23.76643,0.0051391294109635055
244,23.794497,0.0051035093201790005
245,23.82235,0.005068429512903094
246,23.849981,0.005033882247516885
247,23.877405,0.004999858938390389
248,23.904617,0.00496635225135833
249,23.931618,0.004933354968670756
250,23.958405,0.00490085847559385
251,23.984983,0.004868855408858508
252,24.011354,0.004837337910430506
253,24.037523,0.004806297860341147
254,24.06348,0.004775728593813255
255,24.089237,0.004745621583424509
256,24.114798,0.004715969247627072
257,24.140152,0.004686764092184603
258,24.165314,0.004657998229959048
259,24.190277,0.004629664559615776
260,24.215048,0.004601754684699699
261,24.239626,0.004574261853122152
